"ITEM CODE";"PARTICULARS";"UOM";"CASE SIZE";"SALE UOM BREAKUP";"SALE UOM (ml/no)";"COST PRICE BTL";"COST PRICE SML/GLS";"COST PRICE ML";"Big Bang Bandra";"BKC";"Lower Parel";"Juhu";"Colaba";"Andheri";"Malad";"Dadar";"THANE";"Chembur";"TOTAL STOCK";"TOTAL CASES";"TOTAL AMOUNT"
"WHISKY : DOMESTIC";"100 PIPERS DELUX";750;12;25;30;1332.16;53.2864;1.7762133333333334;0.0;0.0;0.0;0.32;0.0;0.0;0;0.08;0.04;0.0;0.44;0.03666666666666667;586.1504
"WHISKY : DOMESTIC";"100 PIPERS 12 yrs";750;12;25;30;1895.0;75.8;2.526666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0;0.08;0.32;0.0;0.4;0.03333333333333333;758.0
"WHISKY : DOMESTIC";"ANTIQUITY BLUE (SM)           ";750;12;25;30;865.88;34.6352;1.1545066666666666;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.6;0.6;0.049999999999999996;519.528
"WHISKY : DOMESTIC";"BLACK & WHITE (SM)            ";750;12;25;30;1630.44;65.2176;2.17392;0.0;14.84;0.12;0.0;0.0;0.0;7;0.0;3.32;0.04;25.32;2.11;41282.7408
"WHISKY : DOMESTIC";"BLACK DOG 12 YRS (SM)";750;12;25;30;1923.26;76.9304;2.5643466666666668;31.12;243.84;620.8;87.04;25.36;38.8;104;12.72;13.52;221.2;1398.4;116.53333333333335;2689486.784
"WHISKY : DOMESTIC";"BLACK DOG CENTENARY (SM)      ";750;12;25;30;1495.87;59.834799999999994;1.9944933333333332;106.4;230.76;412.44;35.12;27.0;25.24;72;34.2;6.16;158.76;1108.08;92.33999999999999;1657543.6295999999
"WHISKY : DOMESTIC";"BLENDERS PRIDE (SM)           ";750;12;25;30;814.0;32.56;1.0853333333333333;54.12;57.52;54.24;28.32;56.6;35.44;126;32.8;6.72;52.84;505.0400000000001;42.08666666666667;411102.56000000006
"WHISKY : DOMESTIC";"BLENDER'S PRIDE RESERVE";750;12;25;30;1071.6058333333333;42.86423333333333;1.4288077777777777;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : DOMESTIC";"ROYAL CHALLENGE (SM)          ";750;12;25;30;518.05;20.721999999999998;0.6907333333333333;0.0;0.0;2.04;0.0;0.0;0.0;18;0.0;0.84;0.0;21.32;1.7766666666666666;11044.826
"WHISKY : DOMESTIC";"SIGNATURE (SM)                ";750;12;25;30;779.29;31.171599999999998;1.0390533333333334;0.0;0.0;0.2;0.04;0.0;0.0;0;0.0;0.04;0.0;0.28;0.023333333333333334;218.2012
"WHISKY : DOMESTIC";"SIGNATURE PREMEUM (SM)                ";750;12;25;30;651.91;26.0764;0.8692133333333333;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : DOMESTIC";"TEACHERS 50 (SM)";750;12;25;30;1807.63;72.3052;2.4101733333333333;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;6.0;54.36;60.36;5.03;109108.54680000001
"WHISKY : DOMESTIC";"TEACHERS 50 (SM) 1000";1000;12;33;30;1807.63;54.77666666666667;1.80763;6.75;9.03;5.44;1.99;4.75;7.69;5;7.87;0.0;0.0;48.419999999999995;4.034999999999999;87525.4446
"WHISKY : DOMESTIC";"TEACHERS HIGHLAND (SM)        ";1000;9;33;30;1750.0;53.03030303030303;1.75;95.3;58.3;347.42;46.56;61.0;63.71;81;64.45;0.0;0.0;817.6700000000001;90.85222222222222;1430922.5000000002
"WHISKY : DOMESTIC";"TEACHERS HIGHLAND (SM).      ";750;12;25;30;1287.0;51.48;1.716;12.0;12.0;36.0;0.0;0.0;0.0;0;0.0;104.84;47.96;212.8;17.733333333333334;273873.60000000003
"WHISKY : DOMESTIC";"TEACHERS ORIGIN (SM)          ";1000;12;33;30;2004.0;60.72727272727273;2.004;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : DOMESTIC";"TEACHERS ORIGIN (SM) .         ";750;12;25;30;1957.76;78.3104;2.6103466666666666;0.0;0.08;0.0;0.0;0.0;0.0;0;0.0;9.84;0.0;9.92;0.8266666666666667;19420.9792
"WHISKY : DOMESTIC";"VAT 69 (SM)";750;12;25;30;1417.77;56.7108;1.89036;139.68;153.2;193.24;67.08;24.32;18.48;288;27.52;1.2;160.36;1073.04;89.42;1521323.9208
"WHISKY : DOMESTIC";"VAT 69 BLACK";750;12;25;30;1850.88;74.0352;2.4678400000000003;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : DOMESTIC";"BLACK & WHITE 12 YRS (SM)";750;12;25;30;2500.0;100.0;3.3333333333333335;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : DOMESTIC";"CUTTY SARK";750;12;25;30;2400.0;96.0;3.2;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : DOMESTIC";"TEACHERS GOLDEN";750;12;25;30;2282.0;91.28;3.042666666666667;0.0;0.08;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.08;0.006666666666666667;182.56
"WHISKY : DOMESTIC";"SCOTTISH WISKY";750;12;25;30;2500.0;100.0;3.3333333333333335;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : DOMESTIC";"ROCK DOVE";750;12;25;30;264.0;10.56;0.352;40.88;39.4;25.12;13.88;32.72;29.68;43;8.52;13.96;48.96;296.6;24.71666666666667;78302.40000000001
"WHISKY : DOMESTIC";"ANTIQUITY BLUE (SM) 1000";1000;12;33;30;1495.0;45.303030303030305;1.495;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : DOMESTIC";"KELVIN BRIDGE";700;12;23;30;2200.0;95.65217391304348;3.142857142857143;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : DOMESTIC";"ROCK DOVE 375";375;24;12;30;132.0;11.0;0.352;0.0;0.0;21.88;0.0;0.0;0.0;0;0.0;0.0;0.0;21.88;0.9116666666666666;2888.16
"WHISKY : IMPORTED";"";0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;4515.336666666667;376.27805555555557;10013351.73042857
"WHISKY : IMPORTED";"AKASHI WHITE OAK";500;12;16;30;2500.0;156.25;5.0;3.18;0.0;7.14;8.38;0.0;1.24;0;0.0;0.0;0.66;20.6;1.7166666666666668;51500.0
"WHISKY : IMPORTED";"AKASHI WHITE OAK 700";700;12;23;30;3500.0;152.17391304347825;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"ARDMORE";700;12;23;30;2796.47;121.58565217391303;3.9949571428571424;81.3;24.32857142857143;26.9;8.385714285714286;17.12857142857143;27.385714285714286;10;7.085714285714285;5.257142857142857;5.942857142857143;213.44285714285718;17.786904761904765;596886.5467142857
"WHISKY : IMPORTED";"BALLANTINES (SM)              ";750;12;25;30;1649.76;65.9904;2.19968;44.76;25.88;23.76;7.24;14.76;28.8;45;24.84;7.36;63.52;286.00000000000006;23.83333333333334;471831.3600000001
"WHISKY : IMPORTED";"BOWMORE (SM)                  ";700;12;23;30;3850.67;167.4204347826087;5.500957142857143;0.0;0.0;0.0;0.2571428571428571;0.04285714285714286;0.0;0;0.0;0.0;0.0;0.5714285714285714;0.047619047619047616;2200.382857142857
"WHISKY : IMPORTED";"BUNNAHABHAIN (SM)             ";700;12;23;30;3300.0;143.47826086956522;4.714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"CANANDIAN CLUB";750;12;25;30;1892.79;75.7116;2.52372;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"CARDHU (SM)                   ";1000;12;33;30;4500.0;136.36363636363637;4.5;0.0;0.0;0.0;0.0;0.96;0.0;0;0.0;0.0;0.0;0.96;0.08;4320.0
"WHISKY : IMPORTED";"CHIVAS REGAL 12 YRS";750;12;25;30;3240.64;129.6256;4.320853333333333;16.24;37.28;56.68;8.48;23.96;44.68;76;6.6;16.56;13.2;299.48;24.956666666666667;970506.8672
"WHISKY : IMPORTED";"CHIVAS REGAL 18 yrs 1 ltr";1000;12;33;30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"DEWAR S WHITE LABEL (SM)      ";750;12;25;30;1051.83;42.0732;1.40244;64.48;57.8;66.12;93.48;46.12;51.8;56;43.0;28.08;75.44;582.3199999999999;48.526666666666664;612501.6455999999
"WHISKY : IMPORTED";"GLENFIDDICH 12 YRS (SM)";700;12;23;30;6162.94;267.9539130434782;8.8042;28.642857142857142;16.728571428571428;29.857142857142858;19.814285714285713;11.214285714285714;17.9;18;9.728571428571428;17.857142857142858;29.12857142857143;198.64285714285714;16.553571428571427;1224224.01
"WHISKY : IMPORTED";"GLENFIDDICH 12 YRS 1 Ltr.";1000;12;33;30;4400.0;133.33333333333334;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"GLENFIDDICH 18 YRS (SM)";700;12;23;30;11703.5;508.8478260869565;16.719285714285714;10.342857142857143;0.4714285714285714;0.7714285714285715;2.557142857142857;0.2571428571428571;1.1714285714285715;1;0.8571428571428571;2.0;0.6857142857142857;20.58571428571429;1.7154761904761908;240924.90714285718
"WHISKY : IMPORTED";"GLENFIDDICH 18 YRS 1 Ltr";1000;12;33;30;6300.0;190.9090909090909;6.3;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"GLENLEVIT 15";750;12;25;30;4300.0;172.0;5.733333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"GLENLIVET 12 YO (SM)";750;12;25;30;4242.29;169.6916;5.656386666666666;0.0;0.08;0.0;0.0;0.0;0.0;0;0.0;0.0;21.12;21.68;1.8066666666666666;91972.8472
"WHISKY : IMPORTED";"GLENMORANGIE (SM)             ";750;12;25;30;3600.0;144.0;4.8;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"GRANTS (SM)                   ";750;12;25;30;1000.0;40.0;1.3333333333333333;117.6;68.8;113.72;122.6;28.36;82.44;50;28.72;73.32;88.32;773.8;64.48333333333333;773800.0
"WHISKY : IMPORTED";"J W BLACK LABEL (SM)          ";750;12;25;30;3949.52;157.9808;5.266026666666667;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;1.0;6.84;7.84;0.6533333333333333;30964.2368
"WHISKY : IMPORTED";"J W BLACK LABEL 1LTR.";1000;12;33;30;3797.61;115.07909090909091;3.79761;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"J W BLUE LABEL (SM)           ";750;12;25;30;19277.56;771.1024000000001;25.703413333333334;1.04;0.0;0.84;0.0;0.0;0.76;1;0.12;0.0;0.0;3.36;0.27999999999999997;64772.6016
"WHISKY : IMPORTED";"J W BLUE LABEL 1LTR.";1000;12;33;30;25000.0;757.5757575757576;25.0;7.9;0.72;1.0;0.6;0.0;0.0;0;0.0;0.0;0.0;10.22;0.8516666666666667;255500.00000000003
"WHISKY : IMPORTED";"J W DOUBLE BLACK (SM)         ";750;12;25;30;3677.2;147.088;4.902933333333333;0.64;0.0;0.0;0.0;0.0;0.0;0;0.0;1.88;0.04;2.56;0.21333333333333335;9413.632
"WHISKY : IMPORTED";"J W DOUBLE BLACK (SM) 1000";1000;12;33;30;3950.0;119.6969696969697;3.95;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"J W GOLD LABEL (SM)           ";1000;12;33;30;6100.0;184.84848484848484;6.1;0.18;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.48;0.04;2928.0
"WHISKY : IMPORTED";"J W GOLD LABEL (SM) .          ";750;12;25;30;5060.0;202.4;6.746666666666667;0.0;0.0;0.84;0.0;0.0;0.0;0;0.0;0.32;0.16;1.3199999999999998;0.10999999999999999;6679.199999999999
"WHISKY : IMPORTED";"J W RED LABEL (SM)            ";750;12;25;30;1933.33;77.33319999999999;2.577773333333333;0.0;0.36;3.28;0.04;0.0;1.0;0;0.0;0.0;0.0;4.68;0.38999999999999996;9047.9844
"WHISKY : IMPORTED";"JACK DANIEL 1 Ltr.";1000;12;33;30;3800.0;115.15151515151516;3.8;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"JACK DANIELS (SM)             ";750;12;25;30;4250.0;170.0;5.666666666666667;50.4;30.08;46.28;42.4;10.12;33.76;32;27.84;17.36;43.8;333.88;27.823333333333334;1418990.0
"WHISKY : IMPORTED";"JAMESON (SM)                  ";750;12;25;30;2062.24;82.4896;2.749653333333333;47.08;24.16;10.88;18.2;10.64;15.0;37;20.2;0.0;9.64;192.47999999999996;16.039999999999996;396939.95519999985
"WHISKY : IMPORTED";"JAMESON (SM) CASKMATES";750;12;25;30;3866.6;154.664;5.155466666666666;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"JIM BEAM BLACK (SM)           ";750;12;25;30;3116.0;124.64;4.1546666666666665;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"JIM BEAM WHITE (SM)           ";750;12;25;30;1443.49;57.7396;1.9246533333333333;37.52;35.52;31.44;12.76;26.04;31.08;45;27.56;48.08;32.88;327.72;27.310000000000002;473060.54280000005
"WHISKY : IMPORTED";"JIM BEAM WHITE (SM) 1000";1000;12;33;30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"LAPHROAIGE 10 YRS";750;12;25;30;5279.99;211.1996;7.039986666666667;0.88;0.0;10.28;0.28;3.0;6.6;8;1.92;3.44;0.36;34.44;2.8699999999999997;181842.85559999998
"WHISKY : IMPORTED";"LAPHROAIGE 10 YRS 1000";1000;12;33;30;5586.0;169.27272727272728;5.586;11.0;0.0;0.0;7.78;0.39;0.0;0;0.0;1.0;0.0;20.17;1.6808333333333334;112669.62000000001
"WHISKY : IMPORTED";"MAKERS MARK";750;12;25;30;5817.79;232.7116;7.757053333333333;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"MONKEY SHOULDER";700;12;23;30;3500.0;152.17391304347825;5.0;0.6857142857142857;0.08571428571428572;0.8571428571428571;0.04285714285714286;3.7285714285714286;0.8142857142857143;4;3.6857142857142855;0.0;6.642857142857143;20.62857142857143;1.7190476190476192;72200.0
"WHISKY : IMPORTED";"OBAN (SM)                     ";750;12;25;30;6274.86;250.99439999999998;8.36648;1.0;0.0;3.1066666666666665;0.0;1.0;1.0;1;0.0;0.0;2.12;8.986666666666666;0.7488888888888888;56390.07519999999
"WHISKY : IMPORTED";"PAUL JOHN EDITED";750;12;25;30;2397.67;95.9068;3.1968933333333336;46.04;10.2;10.48;7.76;1.96;12.52;25;16.0;16.6;7.6;154.51999999999998;12.876666666666665;370487.96839999995
"WHISKY : IMPORTED";"PAUL JOHN BOLDED";750;12;25;30;2619.1;104.764;3.4921333333333333;17.76;9.48;14.92;23.32;13.48;29.28;24;17.0;18.32;11.16;178.72;14.893333333333333;468085.55199999997
"WHISKY : IMPORTED";"PAUL JOHN BRILLIANCE";750;12;25;30;2271.52;90.8608;3.0286933333333335;5.4;6.92;7.04;17.28;10.84;23.72;24;14.04;16.0;11.6;136.35999999999999;11.363333333333332;309744.46719999996
"WHISKY : IMPORTED";"SINGLETON 12 YRS (SM)";700;12;23;30;3913.42;170.14869565217393;5.5906;0.08571428571428572;0.0;0.0;0.0;0.0;0.0;1;0.0;0.0;0.21428571428571427;0.9857142857142858;0.08214285714285714;3857.514
"WHISKY : IMPORTED";"TALISKER 10 YRS (SM)";750;12;25;30;4251.1;170.044;5.6681333333333335;1.0;0.0;0.0;0.04;0.0;0.44;1;0.0;1.76;1.96;5.88;0.49;24996.468
"WHISKY : IMPORTED";"WHITE OAK.";500;12;16;30;3000.0;187.5;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"YAMAZAKI";700;12;23;30;17000.0;739.1304347826087;24.285714285714285;1.042857142857143;0.0;1.8571428571428572;0.9428571428571428;0.0;0.0;0;0.0;0.0;0.0;3.8428571428571434;0.32023809523809527;65328.571428571435
"WHISKY : IMPORTED";"YAMAZAKURA";700;12;23;30;3200.0;139.1304347826087;4.571428571428571;4.3;0.0;2.2142857142857144;0.9857142857142858;2.557142857142857;0.0;1;0.0;0.0;0.0;11.057142857142857;0.9214285714285714;35382.857142857145
"WHISKY : IMPORTED";"KING HENRY";750;12;25;30;1500.0;60.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"YAMAZAKI 750";750;12;25;30;17000.0;680.0;22.666666666666668;1.32;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;1.32;0.11;22440.0
"WHISKY : IMPORTED";"GLENFIDDICH 15 YRS (SM)";700;12;23;30;5600.0;243.47826086956522;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"GLENFIDDICH 21 YRS (SM)";700;12;23;30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"WILLIAM LAWSONS (SM)";750;12;25;30;851.855;34.0742;1.1358066666666666;98.4;57.12;140.68;43.08;44.8;45.8;83;25.28;31.24;60.6;629.7600000000001;52.48000000000001;536464.2048000001
"WHISKY : IMPORTED";"JACK DANIEL HONEY";750;12;25;30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"LAGAVULIN 16 YEARS";750;12;25;30;14460.0;578.4;19.28;1.2;0.0;0.76;0.24;0.0;0.0;0;0.0;0.0;0.0;2.2;0.18333333333333335;31812.000000000004
"WHISKY : IMPORTED";"MACALLAN 12 YEARS";750;12;25;30;9300.0;372.0;12.4;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"COAL ILA (SM)";750;12;25;30;9300.0;372.0;12.4;0.0;0.0;0.0;0.2;0.0;0.0;0;0.0;0.0;0.24;0.44;0.03666666666666667;4092.0
"WHISKY : IMPORTED";"GLENKINCHIE 12 YRS (SM)";750;12;25;30;2500.0;100.0;3.3333333333333335;2.96;0.0;0.0;0.04;0.04;0.0;0;0.0;0.0;0.04;3.08;0.25666666666666665;7700.0
"WHISKY : IMPORTED";"COURVOISIER 700ML";700;12;23;30;4500.0;195.65217391304347;6.428571428571429;0.0;0.0;0.0;0.04285714285714286;0.0;0.0;0;0.0;0.0;0.0;0.04285714285714286;0.0035714285714285713;192.85714285714286
"WHISKY : IMPORTED";"DALWHINNIE 15 YRS";750;12;25;30;4000.0;160.0;5.333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"SOUTHERN COMFORT";750;12;25;30;2500.0;100.0;3.3333333333333335;0.0;0.0;0.0;0.28;0.0;0.0;0;0.0;0.0;0.0;0.28;0.023333333333333334;700.0000000000001
"WHISKY : IMPORTED";"BALLANTINES 12 YO";750;12;25;30;2500.0;100.0;3.3333333333333335;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"RYOMA LIQUER";700;12;23;30;4500.0;195.65217391304347;6.428571428571429;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"GLENLIVET 1824";750;12;25;30;4500.0;180.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"WHISKY : IMPORTED";"AKASHI RED OAK";500;12;16;30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"VODKA : DOMESTIC";"SMIRNOFF BLACK VODKA (SM)     ";750;12;25;30;960.42;38.416799999999995;1.28056;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"VODKA : DOMESTIC";"SMIRNOFF ESPRESSO";750;12;25;30;822.21;32.888400000000004;1.0962800000000001;0.0;2.92;0.0;0.0;0.04;0.36;0;2.56;0.44;0.0;6.32;0.5266666666666667;5196.367200000001
"VODKA : DOMESTIC";"SMIRNOFF GREEN APPLE";750;12;25;30;822.21;32.888400000000004;1.0962800000000001;0.0;0.0;0.0;0.0;0.0;0.0;0;0.04;0.0;0.0;0.04;0.0033333333333333335;32.888400000000004
"VODKA : DOMESTIC";"SMIRNOFF ORANGE";750;12;25;30;822.21;32.888400000000004;1.0962800000000001;0.0;0.36;0.0;0.0;1.0;0.0;0;0.2;0.0;0.0;1.5599999999999998;0.12999999999999998;1282.6476
"VODKA : DOMESTIC";"SMIRNOFF VANILLA ";750;12;25;30;710.36;28.4144;0.9471466666666667;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"VODKA : DOMESTIC";"SMIRNOFF VODKA (SM)           ";750;12;25;30;765.04;30.601599999999998;1.0200533333333333;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;6.64;4.12;10.76;0.8966666666666666;8231.830399999999
"VODKA : DOMESTIC";"SMIRNOFF VODKA RED 1000ML";1000;9;33;30;795.64;24.11030303030303;0.79564;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"VODKA : DOMESTIC";"ROMANO VODKA";750;12;25;30;584.0;23.36;0.7786666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"VODKA : IMPORTED";"ABSOLUT ELYX  (SM)            ";750;12;25;30;2653.06;106.1224;3.5374133333333333;1.16;0.0;0.0;1.96;0.0;0.0;0;0.0;0.0;0.0;3.12;0.26;8277.5472
"VODKA : IMPORTED";"ABSOLUT VODKA (SM)            ";750;12;25;30;1649.0;65.96;2.1986666666666665;50.6;31.16;37.32;8.36;23.08;30.64;0;29.12;10.68;61.96;282.92;23.576666666666668;466535.08
"VODKA : IMPORTED";"ABSOLUT VODKA (SM)   ..         ";50;12;2;30;240.0;120.0;4.8;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"VODKA : IMPORTED";"ABSOLUT VODKA (SM) .           ";1000;12;33;30;1800.0;54.54545454545455;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"VODKA : IMPORTED";"ABSOLUTE CITRON";750;12;25;30;1738.13;69.5252;2.3175066666666666;8.52;12.24;14.32;4.96;4.64;6.88;5;2.08;4.28;12.36;74.96000000000001;6.246666666666667;130290.22480000003
"VODKA : IMPORTED";"ABSOLUTE KURRANT ";750;12;25;30;1738.13;69.5252;2.3175066666666666;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"VODKA : IMPORTED";"ABSOLUTE MANDRIN";750;12;25;30;1738.13;69.5252;2.3175066666666666;9.24;13.68;9.28;10.24;4.4;5.52;13;3.0;5.04;11.72;84.72;7.06;147254.37360000002
"VODKA : IMPORTED";"ABSOLUTE PEPER";750;12;25;30;1738.13;69.5252;2.3175066666666666;28.32;17.24;38.24;6.68;10.0;12.96;6;1.24;12.32;11.6;144.60000000000002;12.050000000000002;251333.59800000006
"VODKA : IMPORTED";"ABSOLUTE RASPBERRY ";750;12;25;30;1738.13;69.5252;2.3175066666666666;8.04;12.84;14.64;12.04;5.84;3.44;46;11.92;0.0;24.88;139.88;11.656666666666666;243129.6244
"VODKA : IMPORTED";"ABSOLUTE VANILLA";750;12;25;30;1051.5;42.06;1.402;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"VODKA : IMPORTED";"BELUGA 1000";1000;12;33;30;15500.0;469.6969696969697;15.5;16.0;0.0;1.9;0.24;0.0;0.96;1;0.0;0.0;0.09;20.13;1.6775;312015.0
"VODKA : IMPORTED";"BELVENDER  ";750;12;25;30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"VODKA : IMPORTED";"BUTLER TRIPLE SEC VODKA                           ";750;12;25;30;1050.0;42.0;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"VODKA : IMPORTED";"CIROC VODKA (SM)              ";750;12;25;30;4125.44;165.0176;5.500586666666666;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;2.12;2.56;0.21333333333333335;10561.1264
"VODKA : IMPORTED";"GREY GOOSE VODKA (SM)         ";750;12;25;30;4188.88;167.5552;5.5851733333333335;39.76;63.12;217.84;21.72;6.4;65.8;32;16.04;10.6;1.84;474.80000000000007;39.56666666666667;1988880.2240000004
"VODKA : IMPORTED";"GREY GOOSE VODKA (SM)  ,       ";1000;12;33;30;5139.43;155.74030303030304;5.13943;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"VODKA : IMPORTED";"KRUTO";750;12;25;30;1102.5;44.1;1.47;0.0;4.76;0.0;0.0;0.0;0.0;0;0.0;8.76;0.0;13.52;1.1266666666666667;14905.8
"VODKA : IMPORTED";"RUSSIAN VODKA";750;12;25;30;2426.83;97.0732;3.2357733333333334;0.0;0.0;0.0;0.0;0.0;0.76;0;0.0;0.0;0.0;0.76;0.06333333333333334;1844.3908
"VODKA : IMPORTED";"TIGRE BLANK VODKA";750;12;25;30;2500.0;100.0;3.3333333333333335;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"VODKA : IMPORTED";"BELUGA";700;12;23;30;10000.0;434.7826086956522;14.285714285714286;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"VODKA : IMPORTED";"FASHION PARTY VODKA";750;12;25;30;1000.0;40.0;1.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
"VODKA : IMPORTED";"FINLANDIA VODKA";750;12;25;30;2496.0;99.84;3.328;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0
